latitude,longitude,land_use_type,concealment
34.01010101010101,-118.06060606060606,light_vegetation,0.5
34.01010101010101,-118.05858585858586,road,0.1
34.01010101010101,-118.05656565656565,open_ground,0.1
34.01010101010101,-118.05454545454546,light_vegetation,0.5
34.01010101010101,-118.05252525252526,light_vegetation,0.5
34.01010101010101,-118.05050505050505,open_ground,0.1
34.01010101010101,-118.04848484848485,light_vegetation,0.5
34.01010101010101,-118.04646464646464,open_ground,0.1
34.01010101010101,-118.04444444444445,open_ground,0.1
34.01010101010101,-118.04242424242425,open_ground,0.1
34.01010101010101,-118.04040404040404,open_ground,0.1
34.01010101010101,-118.03838383838384,road,0.1
34.01010101010101,-118.03636363636363,open_ground,0.1
34.01010101010101,-118.03434343434344,open_ground,0.1
34.01010101010101,-118.03232323232324,open_ground,0.1
34.01010101010101,-118.03030303030303,open_ground,0.1
34.01010101010101,-118.02828282828283,light_vegetation,0.5
34.01010101010101,-118.02626262626262,open_ground,0.1
34.01010101010101,-118.02424242424243,open_ground,0.1
34.01010101010101,-118.02222222222223,open_ground,0.1
34.01010101010101,-118.02020202020202,open_ground,0.1
34.01010101010101,-118.01818181818182,road,0.1
34.01010101010101,-118.01616161616161,open_ground,0.1
34.01010101010101,-118.01414141414142,open_ground,0.1
34.01010101010101,-118.01212121212122,open_ground,0.1
34.01010101010101,-118.01010101010101,open_ground,0.1
34.01010101010101,-118.0080808080808,open_ground,0.1
34.01010101010101,-118.0060606060606,light_vegetation,0.5
34.01010101010101,-118.00404040404041,light_vegetation,0.5
34.01010101010101,-118.0020202020202,open_ground,0.1
34.01010101010101,-118.0,road,0.1
34.012121212121215,-118.2,road,0.1
34.012121212121215,-118.1979797979798,open_ground,0.1
34.012121212121215,-118.1959595959596,open_ground,0.1
34.012121212121215,-118.1939393939394,open_ground,0.1
34.012121212121215,-118.1919191919192,open_ground,0.1
34.012121212121215,-118.18989898989899,open_ground,0.1
34.012121212121215,-118.18787878787879,open_ground,0.1
34.012121212121215,-118.18585858585858,open_ground,0.1
34.012121212121215,-118.18383838383839,light_vegetation,0.5
34.012121212121215,-118.18181818181819,light_vegetation,0.5
34.012121212121215,-118.17979797979798,road,0.1
34.012121212121215,-118.17777777777778,open_ground,0.1
34.012121212121215,-118.17575757575757,open_ground,0.1
34.012121212121215,-118.17373737373738,open_ground,0.1
34.012121212121215,-118.17171717171718,open_ground,0.1
34.012121212121215,-118.16969696969697,open_ground,0.1
34.012121212121215,-118.16767676767677,open_ground,0.1
34.012121212121215,-118.16565656565656,light_vegetation,0.5
34.012121212121215,-118.16363636363637,light_vegetation,0.5
34.012121212121215,-118.16161616161617,open_ground,0.1
34.012121212121215,-118.15959595959596,road,0.1
34.012121212121215,-118.15757575757576,open_ground,0.1
34.012121212121215,-118.15555555555555,open_ground,0.1
34.012121212121215,-118.15353535353536,open_ground,0.1
34.012121212121215,-118.15151515151516,open_ground,0.1
34.012121212121215,-118.14949494949495,open_ground,0.1
34.012121212121215,-118.14747474747475,open_ground,0.1
34.012121212121215,-118.14545454545454,open_ground,0.1
34.012121212121215,-118.14343434343435,open_ground,0.1
34.012121212121215,-118.14141414141415,open_ground,0.1
34.012121212121215,-118.13939393939394,road,0.1
34.012121212121215,-118.13737373737374,light_vegetation,0.5
34.012121212121215,-118.13535353535353,open_ground,0.1
34.012121212121215,-118.13333333333334,open_ground,0.1
34.012121212121215,-118.13131313131314,open_ground,0.1
34.012121212121215,-118.12929292929293,open_ground,0.1
34.012121212121215,-118.12727272727273,open_ground,0.1
34.012121212121215,-118.12525252525252,open_ground,0.1
34.012121212121215,-118.12323232323233,open_ground,0.1
34.012121212121215,-118.12121212121212,open_ground,0.1
34.012121212121215,-118.11919191919192,road,0.1
34.012121212121215,-118.11717171717171,open_ground,0.1
34.012121212121215,-118.11515151515151,open_ground,0.1
34.012121212121215,-118.11313131313132,open_ground,0.1
34.012121212121215,-118.11111111111111,open_ground,0.1
34.012121212121215,-118.10909090909091,open_ground,0.1
34.012121212121215,-118.1070707070707,open_ground,0.1
34.012121212121215,-118.1050505050505,open_ground,0.1
34.012121212121215,-118.10303030303031,open_ground,0.1
34.012121212121215,-118.1010101010101,open_ground,0.1
34.012121212121215,-118.0989898989899,road,0.1
34.012121212121215,-118.0969696969697,open_ground,0.1
34.012121212121215,-118.0949494949495,open_ground,0.1
34.012121212121215,-118.0929292929293,light_vegetation,0.5
34.012121212121215,-118.0909090909091,open_ground,0.1
34.012121212121215,-118.08888888888889,light_vegetation,0.5
34.012121212121215,-118.08686868686868,open_ground,0.1
34.012121212121215,-118.0848484848485,open_ground,0.1
34.012121212121215,-118.08282828282829,open_ground,0.1
34.012121212121215,-118.08080808080808,open_ground,0.1
34.012121212121215,-118.07878787878788,road,0.1
34.012121212121215,-118.07676767676767,open_ground,0.1
34.012121212121215,-118.07474747474748,light_vegetation,0.5
34.012121212121215,-118.07272727272728,light_vegetation,0.5
34.012121212121215,-118.07070707070707,open_ground,0.1
34.012121212121215,-118.06868686868687,open_ground,0.1
34.012121212121215,-118.06666666666666,light_vegetation,0.5
34.012121212121215,-118.06464646464647,light_vegetation,0.5
34.012121212121215,-118.06262626262627,light_vegetation,0.5
34.012121212121215,-118.06060606060606,open_ground,0.1
34.012121212121215,-118.05858585858586,road,0.1
34.012121212121215,-118.05656565656565,open_ground,0.1
34.012121212121215,-118.05454545454546,open_ground,0.1
34.012121212121215,-118.05252525252526,open_ground,0.1
34.012121212121215,-118.05050505050505,open_ground,0.1
34.012121212121215,-118.04848484848485,open_ground,0.1
34.012121212121215,-118.04646464646464,open_ground,0.1
34.012121212121215,-118.04444444444445,light_vegetation,0.5
34.012121212121215,-118.04242424242425,open_ground,0.1
34.012121212121215,-118.04040404040404,open_ground,0.1
34.012121212121215,-118.03838383838384,road,0.1
34.012121212121215,-118.03636363636363,open_ground,0.1
34.012121212121215,-118.03434343434344,open_ground,0.1
34.012121212121215,-118.03232323232324,open_ground,0.1
34.012121212121215,-118.03030303030303,open_ground,0.1
34.012121212121215,-118.02828282828283,open_ground,0.1
34.012121212121215,-118.02626262626262,open_ground,0.1
34.012121212121215,-118.02424242424243,open_ground,0.1
34.012121212121215,-118.02222222222223,light_vegetation,0.5
34.012121212121215,-118.02020202020202,open_ground,0.1
34.012121212121215,-118.01818181818182,road,0.1
34.012121212121215,-118.01616161616161,open_ground,0.1
34.012121212121215,-118.01414141414142,light_vegetation,0.5
34.012121212121215,-118.01212121212122,open_ground,0.1
34.012121212121215,-118.01010101010101,open_ground,0.1
34.012121212121215,-118.0080808080808,open_ground,0.1
34.012121212121215,-118.0060606060606,open_ground,0.1
34.012121212121215,-118.00404040404041,open_ground,0.1
34.012121212121215,-118.0020202020202,open_ground,0.1
34.012121212121215,-118.0,road,0.1
34.01414141414141,-118.2,road,0.1
34.01414141414141,-118.1979797979798,open_ground,0.1
34.01414141414141,-118.1959595959596,open_ground,0.1
34.01414141414141,-118.1939393939394,open_ground,0.1
34.01414141414141,-118.1919191919192,light_vegetation,0.5
34.01414141414141,-118.18989898989899,open_ground,0.1
34.01414141414141,-118.18787878787879,open_ground,0.1
34.01414141414141,-118.18585858585858,open_ground,0.1
34.01414141414141,-118.18383838383839,light_vegetation,0.5
34.01414141414141,-118.18181818181819,open_ground,0.1
34.01414141414141,-118.17979797979798,road,0.1
34.01414141414141,-118.17777777777778,open_ground,0.1
34.01414141414141,-118.17575757575757,open_ground,0.1
34.01414141414141,-118.17373737373738,open_ground,0.1
34.01414141414141,-118.17171717171718,open_ground,0.1
34.01414141414141,-118.16969696969697,open_ground,0.1
34.01414141414141,-118.16767676767677,open_ground,0.1
34.01414141414141,-118.16565656565656,open_ground,0.1
34.01414141414141,-118.16363636363637,open_ground,0.1
34.01414141414141,-118.16161616161617,open_ground,0.1
34.01414141414141,-118.15959595959596,road,0.1
34.01414141414141,-118.15757575757576,open_ground,0.1
34.01414141414141,-118.15555555555555,open_ground,0.1
34.01414141414141,-118.15353535353536,open_ground,0.1
34.01414141414141,-118.15151515151516,open_ground,0.1
34.01414141414141,-118.14949494949495,open_ground,0.1
34.01414141414141,-118.14747474747475,open_ground,0.1
34.01414141414141,-118.14545454545454,open_ground,0.1
34.01414141414141,-118.14343434343435,open_ground,0.1
34.01414141414141,-118.14141414141415,open_ground,0.1
34.01414141414141,-118.13939393939394,road,0.1
34.01414141414141,-118.13737373737374,open_ground,0.1
34.01414141414141,-118.13535353535353,open_ground,0.1
34.01414141414141,-118.13333333333334,open_ground,0.1
34.01414141414141,-118.13131313131314,open_ground,0.1
34.01414141414141,-118.12929292929293,light_vegetation,0.5
34.01414141414141,-118.12727272727273,light_vegetation,0.5
34.01414141414141,-118.12525252525252,light_vegetation,0.5
34.01414141414141,-118.12323232323233,open_ground,0.1
34.01414141414141,-118.12121212121212,open_ground,0.1
34.01414141414141,-118.11919191919192,road,0.1
34.01414141414141,-118.11717171717171,open_ground,0.1
34.01414141414141,-118.11515151515151,open_ground,0.1
34.01414141414141,-118.11313131313132,light_vegetation,0.5
34.01414141414141,-118.11111111111111,open_ground,0.1
34.01414141414141,-118.10909090909091,light_vegetation,0.5
34.01414141414141,-118.1070707070707,open_ground,0.1
34.01414141414141,-118.1050505050505,light_vegetation,0.5
34.01414141414141,-118.10303030303031,light_vegetation,0.5
34.01414141414141,-118.1010101010101,open_ground,0.1
34.01414141414141,-118.0989898989899,road,0.1
34.01414141414141,-118.0969696969697,light_vegetation,0.5
34.01414141414141,-118.0949494949495,open_ground,0.1
34.01414141414141,-118.0929292929293,light_vegetation,0.5
34.01414141414141,-118.0909090909091,open_ground,0.1
34.01414141414141,-118.08888888888889,light_vegetation,0.5
34.01414141414141,-118.08686868686868,light_vegetation,0.5
34.01414141414141,-118.0848484848485,light_vegetation,0.5
34.01414141414141,-118.08282828282829,light_vegetation,0.5
34.01414141414141,-118.08080808080808,open_ground,0.1
34.01414141414141,-118.07878787878788,road,0.1
34.01414141414141,-118.07676767676767,open_ground,0.1
34.01414141414141,-118.07474747474748,light_vegetation,0.5
34.01414141414141,-118.07272727272728,light_vegetation,0.5
34.01414141414141,-118.07070707070707,open_ground,0.1
34.01414141414141,-118.06868686868687,open_ground,0.1
34.01414141414141,-118.06666666666666,open_ground,0.1
34.01414141414141,-118.06464646464647,open_ground,0.1
34.01414141414141,-118.06262626262627,light_vegetation,0.5
34.01414141414141,-118.06060606060606,open_ground,0.1
34.01414141414141,-118.05858585858586,road,0.1
34.01414141414141,-118.05656565656565,open_ground,0.1
34.01414141414141,-118.05454545454546,open_ground,0.1
34.01414141414141,-118.05252525252526,open_ground,0.1
34.01414141414141,-118.05050505050505,light_vegetation,0.5
34.01414141414141,-118.04848484848485,open_ground,0.1
34.01414141414141,-118.04646464646464,open_ground,0.1
34.01414141414141,-118.04444444444445,light_vegetation,0.5
34.01414141414141,-118.04242424242425,light_vegetation,0.5
34.01414141414141,-118.04040404040404,open_ground,0.1
34.01414141414141,-118.03838383838384,road,0.1
34.01414141414141,-118.03636363636363,open_ground,0.1
34.01414141414141,-118.03434343434344,open_ground,0.1
34.01414141414141,-118.03232323232324,light_vegetation,0.5
34.01414141414141,-118.03030303030303,open_ground,0.1
34.01414141414141,-118.02828282828283,light_vegetation,0.5
34.01414141414141,-118.02626262626262,open_ground,0.1
34.01414141414141,-118.02424242424243,light_vegetation,0.5
34.01414141414141,-118.02222222222223,open_ground,0.1
34.01414141414141,-118.02020202020202,open_ground,0.1
34.01414141414141,-118.01818181818182,road,0.1
34.01414141414141,-118.01616161616161,light_vegetation,0.5
34.01414141414141,-118.01414141414142,light_vegetation,0.5
34.01414141414141,-118.01212121212122,open_ground,0.1
34.01414141414141,-118.01010101010101,open_ground,0.1
34.01414141414141,-118.0080808080808,open_ground,0.1
34.01414141414141,-118.0060606060606,open_ground,0.1
34.01414141414141,-118.00404040404041,open_ground,0.1
34.01414141414141,-118.0020202020202,light_vegetation,0.5
34.01414141414141,-118.0,road,0.1
34.01616161616162,-118.2,road,0.1
34.01616161616162,-118.1979797979798,open_ground,0.1
34.01616161616162,-118.1959595959596,open_ground,0.1
34.01616161616162,-118.1939393939394,open_ground,0.1
34.01616161616162,-118.1919191919192,light_vegetation,0.5
34.01616161616162,-118.18989898989899,open_ground,0.1
34.01616161616162,-118.18787878787879,open_ground,0.1
34.01616161616162,-118.18585858585858,open_ground,0.1
34.01616161616162,-118.18383838383839,open_ground,0.1
34.01616161616162,-118.18181818181819,open_ground,0.1
34.01616161616162,-118.17979797979798,road,0.1
34.01616161616162,-118.17777777777778,open_ground,0.1
34.01616161616162,-118.17575757575757,light_vegetation,0.5
34.01616161616162,-118.17373737373738,open_ground,0.1
34.01616161616162,-118.17171717171718,open_ground,0.1
34.01616161616162,-118.16969696969697,forest,0.9
34.01616161616162,-118.16767676767677,forest,0.9
34.01616161616162,-118.16565656565656,open_ground,0.1
34.01616161616162,-118.16363636363637,open_ground,0.1
34.01616161616162,-118.16161616161617,light_vegetation,0.5
34.01616161616162,-118.15959595959596,road,0.1
34.01616161616162,-118.15757575757576,open_ground,0.1
34.01616161616162,-118.15555555555555,open_ground,0.1
34.01616161616162,-118.15353535353536,light_vegetation,0.5
34.01616161616162,-118.15151515151516,light_vegetation,0.5
34.01616161616162,-118.14949494949495,light_vegetation,0.5
34.01616161616162,-118.14747474747475,light_vegetation,0.5
34.01616161616162,-118.14545454545454,open_ground,0.1
34.01616161616162,-118.14343434343435,open_ground,0.1
34.01616161616162,-118.14141414141415,open_ground,0.1
34.01616161616162,-118.13939393939394,road,0.1
34.01616161616162,-118.13737373737374,light_vegetation,0.5
34.01616161616162,-118.13535353535353,open_ground,0.1
34.01616161616162,-118.13333333333334,open_ground,0.1
34.01616161616162,-118.13131313131314,open_ground,0.1
34.01616161616162,-118.12929292929293,light_vegetation,0.5
34.01616161616162,-118.12727272727273,forest,0.9
34.01616161616162,-118.12525252525252,forest,0.9
34.01616161616162,-118.12323232323233,open_ground,0.1
34.01616161616162,-118.12121212121212,open_ground,0.1
34.01616161616162,-118.11919191919192,road,0.1
34.01616161616162,-118.11717171717171,light_vegetation,0.5
34.01616161616162,-118.11515151515151,open_ground,0.1
34.01616161616162,-118.11313131313132,open_ground,0.1
34.01616161616162,-118.11111111111111,open_ground,0.1
34.01616161616162,-118.10909090909091,open_ground,0.1
34.01616161616162,-118.1070707070707,open_ground,0.1
34.01616161616162,-118.1050505050505,open_ground,0.1
34.01616161616162,-118.10303030303031,open_ground,0.1
34.01616161616162,-118.1010101010101,open_ground,0.1
34.01616161616162,-118.0989898989899,road,0.1
34.01616161616162,-118.0969696969697,open_ground,0.1
34.01616161616162,-118.0949494949495,open_ground,0.1
34.01616161616162,-118.0929292929293,open_ground,0.1
34.01616161616162,-118.0909090909091,open_ground,0.1
34.01616161616162,-118.08888888888889,light_vegetation,0.5
34.01616161616162,-118.08686868686868,forest,0.9
34.01616161616162,-118.0848484848485,forest,0.9
34.01616161616162,-118.08282828282829,forest,0.9
34.01616161616162,-118.08080808080808,open_ground,0.1
34.01616161616162,-118.07878787878788,road,0.1
34.01616161616162,-118.07676767676767,open_ground,0.1
34.01616161616162,-118.07474747474748,open_ground,0.1
34.01616161616162,-118.07272727272728,light_vegetation,0.5
34.01616161616162,-118.07070707070707,light_vegetation,0.5
34.01616161616162,-118.06868686868687,open_ground,0.1
34.01616161616162,-118.06666666666666,open_ground,0.1
34.01616161616162,-118.06464646464647,open_ground,0.1
34.01616161616162,-118.06262626262627,open_ground,0.1
34.01616161616162,-118.06060606060606,open_ground,0.1
34.01616161616162,-118.05858585858586,road,0.1
34.01616161616162,-118.05656565656565,open_ground,0.1
34.01616161616162,-118.05454545454546,open_ground,0.1
34.01616161616162,-118.05252525252526,open_ground,0.1
34.01616161616162,-118.05050505050505,open_ground,0.1
34.01616161616162,-118.04848484848485,open_ground,0.1
